"sent_id","per:title","org:founded_by","per:place_of_birth","per:children","per:alternate_names","per:cause_of_death","org:top_members_employees","per:employee_or_member_of","per:spouse","org:alternate_names","per:age","org:subsidiaries","per:place_of_death","per:schools_attended","org:place_of_headquarters","per:charges","per:origin","per:places_of_residence","none","per:title_cos","org:founded_by_cos","per:place_of_birth_cos","per:children_cos","per:alternate_names_cos","per:cause_of_death_cos","org:top_members_employees_cos","per:employee_or_member_of_cos","per:spouse_cos","org:alternate_names_cos","per:age_cos","org:subsidiaries_cos","per:place_of_death_cos","per:schools_attended_cos","org:place_of_headquarters_cos","per:charges_cos","per:origin_cos","per:places_of_residence_cos","none_cos","max_cos","max_rel","seed_relation","seed_relation_cos","term1","b1","e1","term2","b2","e2","sentence"
"CONTEXT_NEG_3404",0,0,0,0,0,0,1,0,0,1,0,6,0,0,0,0,0,0,9,0,0,0,0,0,0,0.0916698497028211,0,0,0.0916698497028211,0,0.550019098216927,0,0,0,0,0,0,0.82502864732539,0.82502864732539,"none","org:alternate_names",0.0916698497028211,"A123 Systems Inc.","24","27","Fedex Corp.","14","16","Top executives with more than a dozen companies , including Nissan Motor Co. , Fedex Corp. , electric utility PG&E Corp. and battery developers A123 Systems Inc. and Johnson Controls-Saft , announced the formation of the Electrification Coalition to lay the groundwork for millions of electric cars to reach U.S. highways ."
"CONTEXT_NEG_3351",0,0,0,0,1,0,13,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0.0758098043578903,0,0.985527456652574,0,0,0,0,0.0758098043578903,0,0.0758098043578903,0,0,0.0758098043578903,0,0.0758098043578903,0.985527456652574,"org:top_members_employees","org:top_members_employees",0.985527456652574,"United Steelworkers","6","8","Leo Gerard","0","2","Leo Gerard , president of the United Steelworkers union , said in a separate statement that the union looks forward to working with Kirk and the Obama administration `` to make sure that today 's speech is followed by an integrated action plan . ''"
"CONTEXT_NEG_1177",0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0.0887356509416114,0,0,0,0.177471301883223,0,0,0,0,0,0,0,0.0887356509416114,0,0.976092160357725,0.976092160357725,"none","per:children",0,"Pekar","24","25","Pekar","10","11","No one in their artistic circle believes the relationship between Pekar and Seibel crossed professional boundaries , but some could see how it strained Pekar 's marriage ."
"CONTEXT_NEG_1913",0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,1,4,4,0,0,0,0,0,0.130188910980824,0,0,0,0,0,0,0.650944554904119,0,0,0,0.130188910980824,0.520755643923296,0.520755643923296,0.650944554904119,"per:place_of_death","per:places_of_residence",0.520755643923296,"Edwards","37","38","Chapel Hill","40","42","-- Elizabeth Edwards , 61 , who captured Americans ' sympathy and admiration for her grace in coping with the death of a child , breast cancer and the infidelity of her husband , presidential candidate John Edwards , in Chapel Hill , North Carolina after a six-year battle with the disease ."
"CONTEXT_NEG_1172",2,0,0,0,0,0,1,0,9,0,0,0,1,0,1,0,1,1,2,0.206284249251759,0,0,0,0,0,0.103142124625879,0,0.928279121632914,0,0,0,0.103142124625879,0,0.103142124625879,0,0.103142124625879,0.103142124625879,0.206284249251759,0.928279121632914,"per:spouse","per:children",0,"Pekar","14","15","Joyce Brabner","21","23","Capt. Michael Cannon of the Cleveland Heights Police Department , which was summoned to Pekar 's home by his wife , Joyce Brabner , told The Associated Press that Pekar had suffered from prostate cancer , asthma , high blood pressure and depression ."
"CONTEXT_NEG_4093",0,0,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0,1,8,0,0,0,0,0,0,0,0,0,0.10976425998969,0,0.439057039958761,0,0,0.10976425998969,0,0,0.10976425998969,0.878114079917523,0.878114079917523,"none","org:alternate_names",0.10976425998969,"Bank Julius Baer","0","3","HKMA","26","27","Bank Julius Baer , a traditional private bank based in Zurich of Switzerland , was granted a banking license by the Hong Kong Monetary Authority ( HKMA ) , the HKMA said Wednesday in a statement ."
"CONTEXT_NEG_1572",0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,2,11,0,0.086710996952412,0.086710996952412,0.086710996952412,0.086710996952412,0,0,0,0.086710996952412,0,0,0,0.086710996952412,0,0.086710996952412,0.086710996952412,0,0.173421993904824,0.953820966476532,0.953820966476532,"none","per:employee_or_member_of",0,"Abdul Aziz Al-Hakim","4","7","CNN","0","1","CNN notes , `` Abdul Aziz Al-Hakim spent years in Iran as an exile , but returned to Iraq in 2003 following the overthrow of Saddam Hussein ."
"CONTEXT_NEG_3123",0,0,0,0,0,0,0,0,0,1,0,0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0764719112901873,0,0,0.994134846772434,0,0,0,0,0.0764719112901873,0,0.994134846772434,"per:place_of_death","per:place_of_birth",0,"Orlando Zapata","3","5","Havana","9","10","Leading Cuban dissident Orlando Zapata died Tuesday in a Havana hospital on the 85th day of a hunger strike , medical officials told AFP ."
"CONTEXT_NEG_557",0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,13,0,0,1,0,0,0,0,0.0760285921269706,0.0760285921269706,0,0,0,0.0760285921269706,0,0,0,0,0,0.988371697650617,0,0,0.0760285921269706,0.988371697650617,"per:charges","per:charges",0.988371697650617,"Anthony Marshall","0","2","elder abuse","5","7","Anthony Marshall was cleared of elder abuse , but his stewardship of Astor 's estate is now the subject of an ongoing Manhattan grand jury investigation ."
"CONTEXT_NEG_1181",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,11,0,0,0,0.0890870806374748,0,0,0.0890870806374748,0,0,0,0,0,0,0,0,0.0890870806374748,0.0890870806374748,0.0890870806374748,0.979957887012223,0.979957887012223,"none","per:children",0.0890870806374748,"Pekar","11","12","Seibel","0","1","Seibel , whose husband and three children also became acquainted with Pekar , said Brabner would abruptly pull Pekar out of their telephone conversations , and that she tried to interfere with a Brooklyn book-signing event at which Seibel appeared with Pekar in November ."
"CONTEXT_NEG_2008",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,0.0762492851663023,0,0,0.0762492851663023,0,0,0,0,0,0,0,0,0,0,0.0762492851663023,0,0,0,0.99124070716193,0.99124070716193,"none","per:cause_of_death",0,"Vitaly Ginzburg","0","2","bomb","16","17","Vitaly Ginzburg , a Nobel-prize winning Russian physicist and one of the fathers of Soviet hydrogen bomb , has died in Moscow ."
"CONTEXT_NEG_372",0,1,0,0,1,0,1,0,0,1,0,0,2,0,0,0,0,3,8,0,0.111111111111111,0,0,0.111111111111111,0,0.111111111111111,0,0,0.111111111111111,0,0,0.222222222222222,0,0,0,0,0.333333333333333,0.888888888888889,0.888888888888889,"none","per:origin",0,"Ali Akbar Khan","0","3","United States","13","15","Ali Akbar Khan , who helped introduce North Indian classical music to the United States , has died ."
"CONTEXT_NEG_4213",0,1,0,0,0,0,2,0,0,0,0,3,0,0,0,1,1,0,7,0,0.124034734589208,0,0,0,0,0.248069469178417,0,0,0,0,0.372104203767625,0,0,0,0.124034734589208,0.124034734589208,0,0.868243142124459,0.868243142124459,"none","org:founded_by",0.124034734589208,"Arcandor","12","13","Thomas Cook","0","2","Thomas Cook , meanwhile , has been insulated from the turmoil at Arcandor , and jobs there are not believed to be at risk ."
"CONTEXT_NEG_1789",0,0,0,0,1,3,1,0,0,0,0,1,3,1,0,0,1,1,9,0,0,0,0,0.0975900072948533,0.29277002188456,0.0975900072948533,0,0,0,0,0.0975900072948533,0.29277002188456,0.0975900072948533,0,0,0.0975900072948533,0.0975900072948533,0.87831006565368,0.87831006565368,"none","per:employee_or_member_of",0,"Laurent Fignon","0","2","French Cycling Federation","37","40","Laurent Fignon , a Frenchman who twice won the Tour de France but was defeated by American rival Greg LeMond in arguably the event 's greatest race , died Tuesday after a battle with cancer , the French Cycling Federation said ."
"CONTEXT_NEG_2048",1,1,1,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,12,0.0808452083454443,0.0808452083454443,0.0808452083454443,0,0,0,0.0808452083454443,0,0,0.0808452083454443,0,0,0.161690416690889,0,0,0,0,0,0.970142500145332,0.970142500145332,"none","per:title",0.0808452083454443,"Ginzburg","5","6","President","1","2","Russian President Dmitry Medvedev praised Ginzburg as a `` top physicist of our time whose discoveries had a huge impact on the development of national and world science '' in a letter of condolences released by the Kremlin ."
"CONTEXT_NEG_2571",0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.997458699830735,0,0,0,0,0,0,0,0,0,0.0712470499879096,0.997458699830735,"per:spouse","per:children",0,"Hewitt","0","1","Marilyn Berger","11","13","Hewitt is survived by his wife of 30 years , journalist Marilyn Berger , two sons from his first marriage and two daughters from his second marriage ."
"CONTEXT_NEG_4261",0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0.0819231920519041,0,0.163846384103808,0,0,0,0,0,0,0.983078304622849,0.983078304622849,"none","org:subsidiaries",0.163846384103808,"Arcandor","3","4","Opel","10","11","Berlin said that Arcandor was struggling before the downturn whereas Opel had been hit with the double-whammy of the credit crunch and a collapse of the auto industry ."
"CONTEXT_NEG_833",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,7,2,0,0,0.118678165819385,0,0,0,0,0,0,0,0,0.118678165819385,0,0,0,0,0.474712663277541,0.830747160735697,0.237356331638771,0.830747160735697,"per:places_of_residence","per:place_of_death",0,"Clifton","7","8","Maryland","20","21","After her husband died in 1984 , Clifton taught at the University of California at Santa Cruz before returning to Maryland in 1989 ."
"CONTEXT_NEG_3658",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0.0762492851663023,0,0,0,0.0762492851663023,0,0,0,0,0.0762492851663023,0,0,0,0,0,0,0,0,0.99124070716193,0.99124070716193,"none","org:subsidiaries",0,"Stockholm International Peace Research Institute","28","33","SCO","0","1","SCO members possess 17.5 percent of the world 's known oil reserves and nearly half the natural gas supplies , according to a 2007 study published by the Stockholm International Peace Research Institute ."
"CONTEXT_NEG_790",0,0,0,0,1,1,3,0,0,0,0,0,1,0,1,0,0,1,8,0,0,0,0,0.11322770341446,0.11322770341446,0.339683110243379,0,0,0,0,0,0.11322770341446,0,0.11322770341446,0,0,0.11322770341446,0.905821627315677,0.905821627315677,"none","per:age",0,"Mohammed Oudeh","0","2","one","3","4","Mohammed Oudeh , one of the leaders of the famous radical faction `` Black September '' and the mastermind of 1972 Munich raid , died of kidney disease on Saturday in Damascus ."
"CONTEXT_NEG_492",1,1,0,0,0,0,6,0,0,1,0,4,0,0,0,0,0,0,3,0.125,0.125,0,0,0,0,0.75,0,0,0.125,0,0.5,0,0,0,0,0,0,0.375,0.75,"org:top_members_employees","per:alternate_names",0,"Ronnie James Dio","4","7","Black Sabbath","14","16","The mammoth service for Ronnie James Dio , the fiery frontman for bands like Black Sabbath , was more akin to a spirited rock concert than a dreary funeral ."
"CONTEXT_NEG_3022",2,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,9,0.208514414057075,0,0,0,0.208514414057075,0,0.104257207028537,0,0,0,0.104257207028537,0.104257207028537,0,0,0,0,0,0,0.938314863256837,0.938314863256837,"none","per:schools_attended",0,"Don Meredith","52","54","Cowboys","4","5","Then there are the Cowboys , whose fans should fall to their knees , bow their heads and make a sacrifice of chips and salsa to the football gods each Sunday morning because all indications are Tony Romo will become the fourth franchise quarterback in the club 's 48-year history , succeeding Don Meredith , Roger Staubach and Aikman ."
"CONTEXT_NEG_4",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,0,8,0.104257207028537,0,0,0.104257207028537,0,0,0,0,0,0,0,0,0,0,0,0.521286035142687,0.104257207028537,0,0.834057656228299,0.834057656228299,"none","per:charges",0.521286035142687,"Ramazan Bashardost","7","9","fraud","30","31","`` It 's a disaster, '' said Ramazan Bashardost , a lawmaker who came in a distant third in the country 's botched August election , which was marred by fraud so widespread a third of Karzai 's ballots were thrown out ."
"CONTEXT_NEG_3169",1,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,2,8,0,0.114707866935281,0,0.229415733870562,0.114707866935281,0.114707866935281,0,0,0,0.114707866935281,0,0,0,0,0,0,0,0.229415733870562,0.917662935482247,0,0.917662935482247,"per:places_of_residence","per:places_of_residence",0.917662935482247,"Gwathmey","19","20","Los Angeles","21","23","Gwathmey 's first marriage , to Emily Gwathmey , ended in divorce ; they had one daughter , Annie Gwathmey of Los Angeles , who survives him ."
"CONTEXT_NEG_3965",1,0,0,1,0,0,0,0,0,0,0,7,0,0,5,1,1,0,2,0.110431526074847,0,0,0.110431526074847,0,0,0,0,0,0,0,0.773020682523926,0,0,0.552157630374233,0.110431526074847,0.110431526074847,0,0.220863052149693,0.773020682523926,"org:subsidiaries","org:place_of_headquarters",0.552157630374233,"China Banking Regulatory Commission","13","17","Shanghai","9","10","The bank said it filed an application with the Shanghai bureau of the China Banking Regulatory Commission on June 25 , the day after Taiwan 's Financial Supervisory Commission ( FSC ) gave the green light for the bank to open a Shanghai branch ."
"CONTEXT_NEG_1070",0,1,0,0,0,0,3,0,0,2,0,0,0,0,1,0,0,0,9,0,0.102062072615966,0,0,0,0,0.306186217847897,0,0,0.204124145231932,0,0,0,0,0.102062072615966,0,0,0,0.918558653543692,0.918558653543692,"none","per:title",0,"Alexander Haig","24","26","director","46","47","Bigwigs who have attended the two-week retreat include George H.W. Bush , Dick Cheney , Alan Greenspan , Walter Cronkite , Newt Gingrich , Alexander Haig , Jack Kemp , Henry Kissinger , Colin Powell , John Major , William F. Buckley , and former C.I.A. director William Casey ."
"CONTEXT_NEG_1782",4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,8,0.439057039958761,0,0,0,0,0.10976425998969,0.10976425998969,0,0,0,0,0,0,0,0,0,0.10976425998969,0,0.878114079917523,0.878114079917523,"none","per:place_of_death",0,"Fignon","5","6","France","3","4","Former Tour de France victor Fignon has cancer"
"CONTEXT_NEG_3467",3,0,0,0,0,0,8,0,0,1,0,1,0,0,0,0,0,0,4,0.314485451016575,0,0,0,0,0,0.838627869377535,0,0,0.104828483672192,0,0.104828483672192,0,0,0,0,0,0,0.419313934688767,0.838627869377535,"org:top_members_employees","org:founded_by",0,"American Association for the Advancement of Science","15","22","Patrick Clemins","11","13","`` No way this would be a scientific reprieve, '' said Patrick Clemins of the American Association for the Advancement of Science ."
"CONTEXT_NEG_4266",0,0,1,0,0,0,1,0,0,1,0,5,0,0,0,0,0,0,8,0,0,0.104257207028537,0,0,0,0.104257207028537,0,0,0.104257207028537,0,0.521286035142687,0,0,0,0,0,0,0.834057656228299,0.834057656228299,"none","org:subsidiaries",0.521286035142687,"Arcandor","5","6","Sal Oppenheim","10","12","On Wednesday , the dominant Arcandor investor , investment bank Sal Oppenheim , said it had sold its own 3.7 percent stake ."
"CONTEXT_NEG_2854",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"none","per:spouse",0,"Dunne","2","3","Ethel Skakel","15","17","Similarly , Dunne , a guest at the 1950 wedding of Robert F. Kennedy and Ethel Skakel , turned his theories about the culpability of Ethel 's nephew , Michael Skakel , in a long-unsolved murder into another novel , `` A Season in Purgatory '' ( 1993 ) ."
"CONTEXT_NEG_3961",0,0,0,0,0,0,2,0,0,0,0,1,0,0,7,0,0,1,5,0,0,0,0,0,0,0.223606797749979,0,0,0,0,0.111803398874989,0,0,0.782623792124926,0,0,0.111803398874989,0.559016994374947,0.782623792124926,"org:place_of_headquarters","org:place_of_headquarters",0.782623792124926,"China Banking Regulatory Commission","0","4","Beijing","12","13","China Banking Regulatory Commission Chairman Liu Mingkang told a finance forum in Beijing that Washington 's promise to keep interest rates low for an extended period was encouraging a dollar `` carry trade '' and fueling massive speculation ."
